,Unnamed: 0,victim.victim_id,attribute.confidentiality.data_disclosure,victim.orgsize,victim.country,action.social.variety,timeline.incident.day,timeline.incident.month,timeline.incident.year,action.error.variety,action.hacking.variety,action.malware.variety,action.misuse.variety,action.physical.variety,victim.state,victim.secondary.victim_id,action.environmental.variety,targeted,incident_id,reference,confidence,victim.employee_count,victim.government,victim.industry,victim.region,victim.revenue.amount,victim.revenue.iso_currency_code,impact.iso_currency_code,impact.loss.amount,impact.loss.max_amount,impact.loss.min_amount,impact.overall_amount,impact.overall_max_amount,impact.overall_min_amount,impact.overall_rating,security_incident,victim.industry2,victim.industry3,victim.orgsize.1,code,NAICS industry
4159,4159,capturerx,Yes,Unknown,US,,,2.0,2021,,,Ransomware,,,TX,"Faxton St. Luke's Healthcare; 621,Trinity Twin City Hospital; 621,Jones Memorial Hospital; 621,Hudson Headwaters Health Network; 621,UPMC; 621,Gifford Health Care; 621,Ascension St. Joseph Hospital; 621,Brownsville Community Health Center; 621,Massena (N.Y.) Hospital; 621,Lourdes Hospital; 621,Ascension Standish (Mich.) Hospital; 621,Adirondack Health; 621,Kaleida Health; 621,Bayhealth; 621,MetroHealth System; 621,Penobscot Community Health Care; 621,Walmart; 45211,Thrifty Drug Stores Inc.; 446110,BlueCross BlueShield of Kansas City; 5241,Hidalgo Medical Services; 621,Jordan Valley Community Health Center; 621,St. Lawrence Health; 621,Altru Health System; 621,ECHO Community Healthcare; 621,Harbor Regional Health; 621,HopeHealth; 621,TidalHealth; 621,Bayhealth; 621,Gifford Health Care; 621",,Opportunistic,9ad8d9a0-92c8-11ec-a39a-3584eb2df2ab,https://www.beckershospitalreview.com/cybersecurity/3-hospitals-added-to-capturerx-data-breach-victim-toll-17-hospitals-healthcare-organizations-affected.html; https://www.vnews.com/Gifford-reports-vendor-data-breach-40284473 https://www.prnewswire.com/news-releases/capturerx--notice-of-data-incident-301284905.html;  https://bismarcktribune.com/news/state-and-regional/thrifty-drug-discloses-security-breach/article_102ad9ff-3cc5-54ea-8078-1f1ce19e3386.html;  https://www.databreaches.net/capturerx-notice-of-data-incident/;  https://www.wktv.com/content/news/Faxton-St-Lukes-Healthcare-faces-data-breach-potentially-exposing-information-on-thousands-of-patients-574354251.html;  https://wnbf.com/lourdes-prescription-information-compromised/ https://www.hipaajournal.com/capturerx-ransomware-attack-affects-multiple-healthcare-provider-clients/;  https://www.beckershospitalreview.com/cybersecurity/47-000-bcbs-kansas-city-members-exposed-through-vendor-breach.html;  https://www.tiogapublishing.com/the_wellsboro_mansfield_gazette/news/local/ data-breached-for-upmc-cole-wellsboro-patients/article_65342070-e8fc-54e8-bbfd-e25b3b13dfb0.html;  https://www.valleycentral.com/news/local-news/brownsville-health-center-experiences-data-breach-patient-data-accessed/;  https://www.beckershospitalreview.com/cybersecurity/7-500-ascension-patients-added-to-tally-of-capturerx-data-breach-victims-8-hospitals-healthcare-providers-affected.html;  https://www.pressrepublican.com/news/local_news/hudson-headwaters-reports-vendor-data-breach/article_2f3c89c3-37d8-50ac-a2a1-f0b4f155c44c.html;  https://www.wabi.tv/2021/05/19/several-pchc-patients-fell-victim-to-data-breach/ https://www.adirondackdailyenterprise.com/news/local-news/2021/05/data-breach-exposes-local-adk-health-patient-information/;  https://buffalonews.com/news/local/kaleida-health-reveals-third-party-data-breach-of-600-pharmacy-patients-information/article_60f3ef10-b9d7-11eb-87f1-337b1a4eae11.html;  https://www.databreaches.net/updating-capturerx-incident-impacted-almost-2-mllion-people/;  https://www.scdailypress.com/2021/05/21/vendor-hack-exposes-hms-patient-rx-info/;  https://www.ozarksfirst.com/local-news/local-news-local-news/12000-jordan-valley-community-health-center-patients-affected-by-big-nationwide-data-breach/;  https://wtov9.com/news/local/trinity-health-system-reports-data-breach-more-than-9000-affected;  https://www.informnny.com/abc50-now/massena-hospital-alerts-patients-of-third-party-administrator-data-breach/;  https://www.kroxam.com/2021/06/02/altru-warns-of-third-party-vendor-capturerx-data-breach/;  https://www.tristatehomepage.com/news/echo-community-healthcare-impacted-by-data-breach/;  https://www.kxro.com/data-breach-with-harbor-regional-health-vendor-potentially-affected-patients-contacted/;  https://www.postandcourier.com/kingstree/news/notice-of-capturerx-data-breach/article_979240b8-c561-11eb-ac1f-fb6223ac78eb.html;  https://www.postandcourier.com/kingstree/news/notice-of-capturerx-data-breach/article_979240b8-c561-11eb-ac1f-fb6223ac78eb.html;  https://www.wgrz.com/article/news/local/catholic-health-patients-from-mount-saint-marys-sisters-of-charity-hospitals-impacted-by-data-breach/71-5aa750ff-b1ea-40d6-a889-2d4ec538eec7; https://healthitsecurity.com/news/catholic-health-impacted-by-capturerx-data-breach-patients-phi-exposed https://healthitsecurity.com/news/capturerx-data-breach-hits-metrohealth-system-16-others;  https://www.delmarvanow.com/story/news/local/maryland/2021/06/23/tidalhealth-hit-data-breach-targeted-capturerx/5322228001/;  https://www.beckershospitalreview.com/cybersecurity/class-action-targets-capturerx-over-breach-that-exposed-2-4m-patients-data.html,High,101 to 1000,,541511,19021,,,,,,,,,,,Confirmed,54,541,Unknown,541511,Custom Computer Programming Services
4161,4161,united states department of veterans affairs,Yes,Unknown,US,,22.0,1.0,2013,Misdelivery,,,,,MN,,,,74D9FADA-18F9-46C9-B295-FAB70CB4BB32,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4167,4167,united states department of veterans affairs,Yes,Unknown,US,,5.0,10.0,2011,Misdelivery,,,,,FL,,,,74FE98BA-AA20-42FD-8F19-706320F90D16,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4168,4168,citibank,Yes,Unknown,US,,6.0,10.0,2013,Misdelivery,,,,,NY,,,,74FFAE2B-10AD-4540-A98E-22E9152F4307,http://www.oag.state.md.us/idtheft/Breach%20Notices/itu-234913.pdf,,Over 100000,,522110,19021,,,,,,,,,,Unknown,Confirmed,52,522,Unknown,522110,Commercial Banking
4174,4174,federal reserve bank,Yes,Unknown,US,,,,2013,,Unknown,,,,IL,,,,75508252-AC18-4E1D-BAB3-19003D072E91,http://www.bloomberg.com/news/2013-08-23/fed-evaluating-breach-of-employee-data-with-law-enforcement.html,,1001 to 10000,,521110,19021,,,,,,,,,,Unknown,Confirmed,52,521,Unknown,521110,Monetary Authorities-Central Bank
4179,4179,los angeles times,Yes,Unknown,US,,,12.0,2010,,,,Privilege abuse,,CA,,,,7566279B-AC11-4853-BB03-892004FC07E0,http://arstechnica.com/tech-policy/2013/03/reuters-social-media-editor-charged-over-anonymous-hack-of-la-times/,,1001 to 10000,,511110,19021,,,,,,,,,,Unknown,Confirmed,51,511,Unknown,,
4181,4181,owensboro health inc,Yes,Unknown,US,,,2.0,2010,,,,Unknown,,KY,,,,756D3372-63AC-4068-A58F-FEEB67874EC3,http://insurancenewsnet.com/oarticle/2013/11/16/woman-indicted-for-identity-theft-stealing-patient-information-a-422042.html#.UopRAaU2lBU  ;  http://healthitsecurity.com/2013/11/18/former-owensboro-medical-employee-indicted-for-data-breach/,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
4182,4182,quiktrip,Yes,Unknown,US,,,,2018,,,,,Skimmer,US-KS,,,,05e6d5a0-c8e9-11e9-918d-0fca885a1bcc,"https://www.kansascity.com/news/local/crime/article218329510.html,https://www.kansascity.com/news/local/crime/article209422604.html",High,25001 to 50000,,447110,19021,,,,,,,,,,Insignificant,Confirmed,44,447,Unknown,,
4183,4183,vermont department of taxes,Yes,Unknown,US,,,,2012,Publishing error,,,,,VT,,,,75828758-24C6-49F5-8E33-86B77802457A,http://www.infosecurity-magazine.com/view/23194/vermont-tax-agency-posts-social-security-numbers-federal-tax-ids-online/,,101 to 1000,Unknown,92113,19021,,,,,,,,,,Unknown,Confirmed,92,921,Unknown,92113,Public Finance Activities
4186,4186,noble house hotels and resorts,Yes,Unknown,US,,26.0,4.0,2016,,,Capture stored data,,,CO,,,,DE50FF1F-2AEB-4106-AFF3-73EBA1283CAD,http://www.eturbonews.com/74004/us-secret-service-notified-ocean-key-resort-spa-about-credit-car; http://www.bankinfosecurity.com/pos-malware-hits-two-hotel-chains-a-9364,,10001 to 25000,,721110,19021,,,,,,,,,,Unknown,Confirmed,72,721,Unknown,721110,Hotels (except Casino Hotels) and Motels
4188,4188,florida department of education,Yes,Unknown,US,,31.0,5.0,2013,Publishing error,,,,,FL,Florida State University,,,75AC9981-8FD3-419C-B0C8-F57E92A70EA1,"http://www.gainesville.com/article/20130624/ARTICLES/130629827, http://www.abcactionnews.com/dpp/news/dept-of-education-personal-info-breach-for-47k-teacher-prep-participants, http://www.cr80news.com/2013/06/26/security-mishap-exposes-florida-teachers-personal-information-on-google",,1001 to 10000,Unknown,923110,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923110,Administration of Education Programs
4190,4190,southern college of optometry,Yes,Unknown,US,,15.0,6.0,2018,,Unknown,,,,TN,,,Unknown,901a17f0-a0a4-11e8-899a-23ad2f84ca7d,http://ago.vermont.gov/blog/2018/07/25/southern-college-of-optometry-security-breach-notice-to-consumers/,Low,101 to 1000,,611519,19021,,,,,,,,,,,Confirmed,61,611,Unknown,611519,Other Technical and Trade Schools
4193,4193,kroger cothe,Yes,Unknown,US,,26.0,2.0,2014,,,,,,OH,,,,75DE9AC7-73EA-49F7-AE79-FF88A6427A13,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,,Over 100000,,445110,19021,,,,,,,,,,Unknown,Confirmed,44,445,Unknown,445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
4195,4195,united states department of veterans affairs,Yes,Unknown,US,,6.0,1.0,2011,Publishing error,,,,,MO,,,,75EC227D-093C-4D2D-B059-80E46BB2606E,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4197,4197,coastal behavioral healthcare inc,Yes,Unknown,US,,,,2012,,,,,Theft,FL,,,,75F0782F-911F-4B1A-81BB-FD7D60055F08,"http://www.coastalbh.org/pdfs/website_notification.pdf, breachtool ",,101 to 1000,,622210,19021,18480000.0,USD,,,,,,,,Unknown,Confirmed,62,622,Unknown,622210,Psychiatric and Substance Abuse Hospitals
4199,4199,blue cross blue shield michigan,Yes,Unknown,US,Bribery,,,2014,,,,Privilege abuse,,MI,,,,75FD8C54-8080-4ABE-834F-C339E27F1DD2,http://www.freep.com/story/news/local/michigan/detroit/2015/03/10/identity-theft-blue-cross/24718251/; http://www.databreaches.net/mi-indictments-issued-in-blue-cross-blue-shield-identity-theft-case/,,1001 to 10000,,524210,19021,,,,,,,,,,Unknown,Confirmed,52,524,Unknown,524210,Insurance Agencies and Brokerages
4200,4200,bit9 inc,Yes,Unknown,US,,13.0,7.0,2012,,SQLi,Rootkit,,,MA,,,,7601B87E-84F7-40BC-A828-ECCC6D464352,http://krebsonsecurity.com/2013/02/security-firm-bit9-hacked-used-to-spread-malware/ (20131213);http://krebsonsecurity.com/2013/02/bit9-breach-began-in-july-2012/#more-19106 (20131213);https://blog.bit9.com/2013/02/08/bit9-and-our-customers-security/ (20131213);https://blog.bit9.com/2013/02/25/bit9-security-incident-update/ (20131213),,101 to 1000,,541511,19021,,,,,,,,,,Unknown,Confirmed,54,541,Unknown,541511,Custom Computer Programming Services
4203,4203,united states department of veterans affairs,Yes,Unknown,US,,28.0,8.0,2014,Loss,,,,,FL,,,,760DB3A9-1F91-402A-9909-85FD221C13A5,http://vcdb.org/pdf/va-security-aug-2014.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4204,4204,jpmorgan chase co,Yes,Unknown,US,,,,2012,,,,,Tampering,NY,Capital One,,,76103D55-D77F-4088-A3C5-064EC98B2C3D,http://cyberenvoy.com/content/jp-morgan-chase-capital-one,,Over 100000,,522110,19021,,,,,,,,,,,Confirmed,52,522,Unknown,522110,Commercial Banking
4209,4209,northwestern memorial hospital,Yes,Unknown,US,,13.0,7.0,2013,,,,Knowledge abuse,Surveillance,IL,,,,7625607A-1296-4214-9DE4-0FFE914FC3E2,http://www.courthousenews.com/2013/08/19/60379.htm (20130820),,1001 to 10000,,622110,19021,1400000000.0,USD,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
4210,4210,walmart,Yes,Unknown,US,,13.0,5.0,2016,Misdelivery,,,,,AR,,,,01162181-5C7C-44DC-82E4-65B245F4045E,https://www.databreaches.net/wal-mart-vendor-error-exposed-limited-patient-information/,,Over 100000,,452111,19021,,,,,,,,,,Unknown,Confirmed,45,452,Unknown,,
4213,4213,internal revenue service,Yes,Unknown,US,,18.0,6.0,2013,Misdelivery,,,,,DC,,,,763CEDCF-28F5-454B-B322-E280F013DED9,https://bulk.resource.org/irs.gov/eo/doc/irs.gov.20130701.pdf,,50001 to 100000,Unknown,921130,19021,,,,,,,,,,,Confirmed,92,921,Unknown,921130,Public Finance Activities
4215,4215,iron mountain inc,Yes,Unknown,US,,,,2014,,,,,Theft,MA,"Long Beach Internal Medicine Group, Orthopedic Specialty Institute, Long Beach Internal Medical Group",,,76423401-B9CF-4263-901A-B722FD373CF6,http://www.phiprivacy.net/long-beach-internal-medical-group-patients-also-victimized-by-two-rogue-iron-mountain-employees; http://www.phiprivacy.net/iron-mountain-employees-suspected-of-stealing-selling-old-x-rays-files-for-silver/; http://www.lbimg.com/LBIMG%20Media%20Notice%20081414.pdf,,10001 to 25000,,493190,19021,,,,,,,,,,Unknown,Confirmed,49,493,Unknown,493190,Other Warehousing and Storage
4219,4219,edmodo,Yes,Unknown,US,,,5.0,2017,,Unknown,,,,CA,,,Unknown,5fa96a70-0942-11e8-bbae-ed39c73f1398,http://www.metronews.ca/news/calgary/2017/06/12/cbe-calgary-warns-parents-students-app-data-breach-edmodo.html; https://motherboard.vice.com/en_us/article/hacker-steals-millions-of-user-account-details-from-education-platform-edmodo,High,101 to 1000,,511210,19021,,,,,,,,,,,Confirmed,51,511,Unknown,,
4220,4220,suntrust banks inc,Yes,Unknown,US,,,7.0,2014,,,,,Surveillance,FL,,,,768A546D-D2AA-41F1-8DFE-91E6D449E681,http://www.wtsp.com/story/news/local/2014/07/09/brandon-atm-skimmers/12419163/; http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/bn9/2014/7/9/man_sought_for_attac.html,,25001 to 50000,,522110,19021,,,,,,,,,,Unknown,Confirmed,52,522,Unknown,522110,Commercial Banking
4221,4221,arkansas department of human services,Yes,Unknown,US,,,3.0,2017,,,,Privilege abuse,,AK,,,,60a4a300-c599-11e7-8053-ff1e84d2b694,https://www.hipaajournal.com/hospital-employee-fired-over-26000-record-arkansas-dhs-privacy-breach-8969/; http://www.arkansasmatters.com/news/local-news/arkansas-info-breach-for-26k-on-medicaid/811920842,High,Large,Unknown,923120,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923120,Administration of Public Health Programs
4227,4227,experian,Yes,Unknown,US,,,3.0,2012,,,,Privilege abuse,,CA,,,,76C4481D-2C65-4F8B-87B8-D44B1A8795A2,http://doj.nh.gov/consumer/security-breaches/documents/experian-20120517.pdf,,1001 to 10000,,561450,19021,576700000.0,USD,,,,,,,,Unknown,Confirmed,56,561,Unknown,561450,Credit Bureaus
4228,4228,pret a,Yes,Unknown,US,,,,2013,,,,Possession abuse,,NY,,,,76C61146-5134-4671-87BF-67FA1DD6099C,"http://www.theepochtimes.com/n3/247781-two-former-pret-a-manger-staff-charged-with-identity-theft/, http://www.esecurityplanet.com/network-security/two-former-pret-a-manager-employees-charged-with-identity-theft.html, http://www.nypost.com/p/news/local/couple_pleads_employees_guilty_credit_IC34yEVYIMWpw6INbl5gBJ",,1001 to 10000,,722511,19021,26400000.0,USD,,,,,,,,Unknown,Confirmed,72,722,Unknown,722511,Full-Service Restaurants
4229,4229,united states department of veterans affairs,Yes,Unknown,US,,31.0,10.0,2012,Misdelivery,,,,,KY,,,,76C635CD-F156-4BCB-8EFF-57CCED64A02D,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4230,4230,molina healthcare inc,Yes,Unknown,US,,,3.0,2014,Misdelivery,,,,,CA,,,,76C77310-82D7-4874-9B3F-DBC4662054F8,http://www.abqjournal.com/393608,,1001 to 10000,,621491,"19,021,021,000",,,,,,,,,,Unknown,Confirmed,62,621,Unknown,621491,HMO Medical Centers
4233,4233,nordstrom inc,Yes,Unknown,US,,5.0,10.0,2013,,,,,Tampering,FL,,,,76D71BC3-C796-485C-A93A-7A811902B3B1,http://krebsonsecurity.com/2013/10/nordstrom-finds-cash-register-skimmers/ (20131011),,50001 to 100000,,448140,19021,,,,,,,,,,Unknown,Confirmed,44,448,Unknown,,
4235,4235,oconee county,Yes,Unknown,US,,,9.0,2016,,,,,,SC,,,Unknown,57cd5f30-899c-11e7-bf1d-81579668407a,http://wspa.com/2016/09/16/some-employees-not-paid-after-data-breach-in-oconee-co/; https://www.databreaches.net/sc-data-breach-in-oconee-co-causes-employee-pay-issues/,High,101 to 1000,Unknown,921,19021,,,,,,,,,,,Confirmed,92,921,Unknown,921,"Executive, Legislative, and Other General Government Support "
4236,4236,valpak,Yes,Unknown,US,,30.0,6.0,2011,,,,Privilege abuse,,FL,,,,76EB5510-1415-4C04-A489-64FB61963AC8,"http://doj.nh.gov/consumer/security-breaches/documents/valpak-20121214.pdf, http://www.atg.state.vt.us/issues/consumer-protection/privacy-and-Data-Security/documents-and-resources5/valpak-security-breach-notice-ltr-to-consumer.php ",,1001 to 10000,,541860,19021,95400000.0,USD,,,,,,,,Unknown,Confirmed,54,541,Unknown,541860,Direct Mail Advertising
4238,4238,t moble,Yes,Unknown,US,,,10.0,2017,,Path traversal,,,,,,,Opportunistic,10ac6360-af5a-11e7-b9c1-d3b3b0fdcbd2,https://www.tmonews.com/2017/10/t-mobile-website-bug-allowed-hackers-get-customer-account-data-fixed/,Medium,10001 to 25000,,517911,19021,,,,,,,,,,,Confirmed,51,517,Unknown,,
4247,4247,hylant group,Yes,Unknown,US,,24.0,6.0,2013,,,,Privilege abuse,,OH,,,,773E41A6-87D6-458C-81DB-2D807BFA1775,http://www.ibj.com/employee-defection-sparks-battle-between-insurance-brokerages/PARAMS/article/47199,,101 to 1000,,524210,19021,,,,,,,,,,Unknown,Confirmed,52,524,Unknown,524210,Insurance Agencies and Brokerages
4248,4248,mayo clinic,Yes,Unknown,US,,,,2015,,,,Privilege abuse,,,,,,D9F5F796-8DA0-4072-9004-A83DC745695E,http://www.republican-eagle.com/news/3783678-clinic-announces-inappropriate-access-records,,50001 to 100000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
4259,4259,united states department of veterans affairs,Yes,Unknown,US,,7.0,7.0,2015,Misdelivery,,,,,TX,,,,B817F384-FA9F-4137-A93B-EE09E61F4EBF,http://vcdb.org/pdf/va-security-jul-2015.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4262,4262,florida department of juvenile justice,Yes,Unknown,US,,,1.0,2013,,,,,Theft,FL,,,,77BBF78C-513C-4A59-AA4A-C9A974BF830B,http://theleakingvault.com/news/2013/1/16/florida-department-of-juvenile-justice-suffers-security-breach;http://www.esecurityplanet.com/network-security/florida-department-of-juvenile-justice-suffers-security-breach.html;http://www.djj.state.fl.us/news/press-releases/press-release-detail/2013/01/11/information-security-breach-reported-at-djj,,1001 to 10000,Unknown,92214,19021,,,,,,,,,,Unknown,Confirmed,92,922,Unknown,92214,Correctional Institutions
4263,4263,polk county school district,Yes,Unknown,US,,6.0,2.0,2013,Publishing error,,,,,FL,,,,77BD7109-9395-46EF-932F-6A2B256319EB,http://www.theledger.com/article/20130220/NEWS/130229907,,10001 to 25000,,6111,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,6111,Elementary and Secondary Schools
4264,4264,parker jewish institute for health care and rehabilitation,Yes,Unknown,US,,,10.0,2016,,,,Possession abuse,Theft,NY,,,,94D73D7E-4713-45A6-82DD-EF83A5A9B792,http://forward.com/news/352219/at-jewish-nursing-homes-staff-arrested-for-stealing-from-senile-residents/,,1001 to 10000,,623110,19021,,,,,,,,,,Unknown,Confirmed,62,623,Unknown,623110,Nursing Care Facilities (Skilled Nursing Facilities)
4268,4268,kalamazoo college,Yes,Unknown,US,Phishing,,5.0,2016,,,,,,MI,,,,5781ED60-D06B-4B8A-AF42-88168625A5C1,http://fox17online.com/2016/04/30/phishing-email-gets-copies-of-kalamazoo-college-employee-w-2s-from-2015/,,101 to 1000,,611130,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,,
4278,4278,united states department of veterans affairs,Yes,Unknown,US,,29.0,11.0,2010,Misdelivery,,,,,MO,,,,7835D252-5F65-4DDA-82D0-C717EDDB01AE,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4286,4286,united states department of veterans affairs,Yes,Unknown,US,,22.0,1.0,2015,Misdelivery,,,,,AR,,,,55D48F7F-6C68-4CB6-A320-BAB754B42B35,http://vcdb.org/pdf/va-security-jan-2015.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4289,4289,united states department of veterans affairs,Yes,Unknown,US,,28.0,11.0,2011,,,,Privilege abuse,,NY,,,,786EAFE8-AC53-4CE4-A4CD-804138D8EC17,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4292,4292,university of maryland,Yes,Unknown,US,,15.0,3.0,2014,,Unknown,,,,MD,,,,7883A2FD-B33D-45AC-906E-546C755372E4,"http://washington.cbslocal.com/2014/03/20/maryland-hacked-again-2nd-data-breach-in-4-weeks/; http://www.capitalbay.com/news/washington-dc/490617-univ-of-maryland-victim-of-another-cyber-attack.html; http://www.baltimoresun.com/news/maryland/politics/blog/bs-md-university-cyber-20140723,0,623215.story",,25001 to 50000,,611310,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
4294,4294,capital one,Yes,Unknown,US,,,4.0,2019,,Exploit vuln,,,,VA,GitHub,,Targeted,a15200e0-c822-11e9-8a5a-abdcbb867af8,https://www.cnn.com/2019/07/29/business/capital-one-data-breach/index.html; https://krebsonsecurity.com/2019/07/capital-one-data-theft-impacts-106m-people/; https://www.documentcloud.org/documents/6224689-Capital-One-breach-criminal-complaint.html; https://www.businessinsider.com/how-the-fbi-caught-paige-a-thompson-alleged-capital-one-hack-2019-7; https://news.bloomberglaw.com/class-action/capital-one-hit-with-first-class-action-over-security-breach; https://mobilesyrup.com/2019/08/14/capital-one-breach-potential-class-action-law-suit-600-million/; https://www.darkreading.com/attacks-breaches/github-named-in-capital-one-breach-lawsuit/d/d-id/1335523; https://krebsonsecurity.com/2019/08/what-we-can-learn-from-the-capital-one-hack/; https://www.usatoday.com/story/money/2019/08/14/capital-one-suspect-may-have-hacked-30-plus-companies-feds-say/2012526001/; https://www.zdnet.com/article/capital-one-hacker-took-data-from-more-than-30-companies-new-court-docs-reveal/,High,25001 to 50000,,522110,19021,,,,,,,,,,,Confirmed,52,522,Unknown,522110,Commercial Banking
4300,4300,united states department of veterans affairs,Yes,Unknown,US,,26.0,11.0,2010,Loss,,,,,NY,,,,789E7D7E-01DA-4208-8DBE-1E447D4E80D5,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
4301,4301,us national security agency nsa,Yes,Unknown,US,,,,2011,,,,Privilege abuse,,DC,,,,789F0A4D-6261-480B-B989-09F5477D1134,http://www.grassley.senate.gov/judiciary/upload/NSA-Surveillance-09-11-13-response-from-IG-to-intentional-misuse-of-NSA-authority.pdf,,25001 to 50000,Unknown,92811,19021,,,,,,,,,,Unknown,Confirmed,92,928,Unknown,92811,National Security
4315,4315,florida agency for health care administration,Yes,Unknown,US,,1.0,11.0,2012,Misdelivery,,,,,FL,,,,78FD6549-7F83-404C-90E9-56EC6294DADA,"http://www.phiprivacy.net/?s=DentaQuest&x=0&y=0&=Go, http://www.phiprivacy.net/wp-content/uploads/Miami-Herald-Public-Notice.pdf",,101 to 1000,Unknown,92,19021,,,,,,,,,,Unknown,Confirmed,92,92,Unknown,92,Public Administration
